Rk,Player,Age,Team,Pos,G,Games Started,Min Played,PER,True Shooting %,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
342,Nick Richards,28,PHO,C,28,2,254,11.4,53.4%,0.0%,39.4%,14.8,25.3,19.9,4.4,0.8,5.3,23.1,18.1,-0.2,0.4,0.2,0.039,-6,-0.8,-6.8,-0.3,
342,Nick Richards,28,CHI,C,20,4,447,12.2,57.7%,13.8%,56.2%,10.1,25.8,18.1,2.5,0.6,3.5,17.3,18.3,-0.1,0.4,0.4,0.04,-4.3,-1.5,-5.8,-0.4,
343,Sharife Cooper,24,WAS,PG,41,1,700,13.8,60.9%,30.8%,24.3%,2.7,10.6,6.6,25.8,1.1,0.6,18.2,20,0.7,-0.1,0.6,0.041,-1,-2.9,-3.9,-0.3,
344,Devin Carter,23,SAC,PG,38,12,700,13.8,50.8%,39.0%,32.2%,5.6,14.6,10,20.9,2.3,1.2,13.9,23.5,-0.2,0.4,0.2,0.012,-1.5,-1.2,-2.6,-0.1,
345,Jett Howard,22,ORL,SF,55,0,695,11.2,56.1%,57.8%,15.5%,3.7,10.4,7,9.3,0.7,1.4,5.3,17.2,0.7,0.5,1.3,0.087,-0.8,-1.1,-1.8,0,
346,Jordan Hawkins,23,NOP,SG,51,1,692,7.6,48.0%,52.5%,10.5%,3.1,10.7,6.9,8.2,0.9,1.4,11.2,18.2,-0.6,0.2,-0.4,-0.029,-3.2,-3,-6.2,-0.7,
347,Rasheer Fleming,21,PHO,PF,55,1,673,10.2,51.7%,60.5%,15.8%,9.1,11.4,10.2,3.3,1.6,3,11.2,16.3,0,0.8,0.8,0.055,-3,-0.7,-3.8,-0.3,
348,Jahmai Mashack,23,MEM,SG,31,7,673,7,45.6%,38.5%,17.9%,3.6,9.5,6.5,13.8,2.6,1.9,18.9,16,-1,0.5,-0.5,-0.036,-6.1,-0.9,-7,-0.8,
349,Tristan Vukcevic,22,WAS,C,49,12,671,17.8,60.3%,45.4%,35.0%,5,18.7,11.8,12.8,1.6,4.3,14.5,26.6,0.4,0.4,0.8,0.054,0.8,-0.8,0,0.3,
350,Jaden Ivey,23,2TM,SG,37,5,670,13,57.1%,52.3%,18.4%,4,10.9,7.5,14,1.6,2,12.9,19.7,0.5,0.9,1.3,0.096,-0.2,0.2,0,0.3,
350,Jaden Ivey,23,DET,SG,33,2,555,12.6,57.0%,51.4%,17.3%,3.9,10.5,7.3,13,1.3,2.2,12.9,20.4,0.4,0.7,1.1,0.093,-0.1,0.1,0.1,0.3,
350,Jaden Ivey,23,CHI,SG,4,3,115,14.9,57.6%,58.3%,25.0%,4.7,12.8,8.8,18.6,3.3,1.5,13.1,16.7,0.1,0.1,0.3,0.11,-0.8,0.7,0,0.1,
351,Tre Mann,24,CHO,PG,53,1,669,8.3,46.2%,51.2%,8.9%,3.4,11.9,7.8,18.7,1.9,0.7,14.6,23.3,-0.8,0.7,0,-0.003,-4.5,-0.8,-5.3,-0.5,
352,Gary Harris,31,MIL,SG,48,2,661,8,59.3%,65.4%,8.7%,2.8,7.6,5.2,9.9,2,1.4,15,8.5,0.4,0.3,0.7,0.054,-3.2,0.7,-2.5,-0.1,
353,Ethan Thompson,26,IND,SG,32,13,653,8.3,51.5%,59.2%,24.0%,2.8,8.9,5.7,11.9,1.5,1.2,10.3,15.7,0,0.3,0.3,0.02,-4.1,-0.8,-4.9,-0.5,
354,Jamaree Bouyea,26,PHO,PG,46,1,644,13.5,52.3%,33.1%,14.8%,3,11.4,7.1,18.6,2.2,2.4,10.7,18.5,0.4,0.8,1.1,0.086,-1.4,1.1,-0.4,0.3,
355,Johnny Furphy,21,IND,SG,35,21,643,9.2,54.7%,47.7%,23.5%,5.3,20.9,12.9,8.6,1.5,0.9,15,12.8,0,0.5,0.5,0.036,-3.9,0.2,-3.7,-0.3,
356,Mohamed Diawara,20,NYK,SF,69,7,634,10.3,55.0%,61.0%,11.3%,2.6,14,8.3,11.2,1.3,1,11.8,17.1,0.2,0.7,0.9,0.072,-1.8,0.1,-1.7,0,
357,Zeke Nnaji,25,DEN,PF,52,4,626,10.3,55.8%,35.8%,29.1%,6.2,17.6,12.2,5.9,1.3,3.6,13.7,13.7,0.2,0.7,0.9,0.066,-3.6,0,-3.5,-0.3,
358,Anthony Davis,32,DAL,PF,20,20,626,21.5,55.1%,11.1%,24.3%,10.6,26.7,18.7,15.1,1.7,4.5,10,27.5,0.4,1,1.3,0.103,1.5,0.9,2.4,0.7,
359,Dorian Finney-Smith,32,HOU,PF,37,1,620,5.8,45.2%,75.8%,6.8%,6.3,10.2,8.3,7.1,1.3,0.9,13.9,10.7,0,0.6,0.5,0.042,-4.3,-0.1,-4.3,-0.4,
360,Kam Jones,23,IND,SG,37,7,616,8.2,47.0%,44.4%,4.7%,2.6,8.1,5.3,26.2,1.4,0,17.3,14.4,-0.2,0.2,0,0.002,-4.2,-1.9,-6.2,-0.6,
361,Kevin Love,37,UTA,PF,37,5,613,14.7,56.8%,71.4%,22.1%,9.5,28.9,18.9,14.6,1.1,1.4,12.1,16.6,0.8,0.3,1.1,0.088,1.1,-0.9,0.2,0.3,
362,Taurean Prince,31,MIL,SF,26,7,611,10.5,61.7%,73.3%,3.1%,0.7,14.1,7.5,10.7,1.3,1,13.8,16.2,0.2,0.3,0.5,0.039,-1.3,-1.8,-3.1,-0.2,
363,Jase Richardson,20,ORL,SG,54,0,587,11.5,57.4%,42.0%,24.5%,4,8.1,6,14.2,1.6,0.3,10.7,16.8,0.5,0.5,1,0.082,-1.9,-0.7,-2.5,-0.1,
364,Tidjane Salaün,20,CHO,PF,37,0,575,12.9,62.9%,52.2%,25.2%,5.2,23.7,14.6,6.6,1.4,1.1,12.8,14.9,0.6,0.8,1.4,0.117,-1.2,0.4,-0.8,0.2,
365,Ja Morant,26,MEM,PG,20,20,569,16.6,52.1%,26.4%,36.3%,1.5,11,6.2,45.1,1.7,1,16,32.5,0,0.3,0.3,0.024,0.5,-2,-1.5,0.1,
366,Domantas Sabonis,29,SAC,C,19,15,564,19.2,59.0%,12.2%,34.8%,12.3,31,21.4,21.3,1.5,0.7,16.7,23,0.7,0.4,1.1,0.095,0.7,-0.2,0.6,0.4,
367,Dalton Knecht,24,LAL,SF,54,1,553,10.1,56.8%,58.1%,11.5%,3.1,12.5,8,5.3,1,1.8,10.3,17.7,0.1,0.4,0.4,0.038,-2.1,-1.6,-3.6,-0.2,
368,Drew Eubanks,28,SAC,C,42,11,552,13.6,60.5%,4.5%,36.5%,7.7,18.3,12.9,5,1.3,4.3,14.2,16.3,0.3,0.3,0.6,0.053,-3,-0.7,-3.7,-0.2,
369,Dalen Terry,23,2TM,SG,48,0,551,11.6,52.3%,42.6%,19.4%,5.1,11.6,8.3,16,2.5,2.4,13.4,14.8,0.2,0.6,0.7,0.063,-2.4,0.8,-1.7,0,
369,Dalen Terry,23,CHI,SG,34,0,377,11.6,53.9%,45.1%,16.7%,5.4,12.5,9,15,2.7,2.5,16.1,14.4,0.1,0.4,0.5,0.058,-2.4,1.1,-1.3,0.1,
369,Dalen Terry,23,PHI,SG,14,0,174,11.7,49.4%,37.7%,24.5%,4.3,9.5,6.9,18.1,1.9,2.2,7.8,15.5,0.1,0.2,0.3,0.074,-2.3,-0.1,-2.4,0,
370,Tyrese Proctor,21,CLE,PG,50,1,545,12.2,55.6%,58.2%,20.0%,2.2,10.7,6.5,18.6,2.2,0,14,22,0.2,0.5,0.7,0.066,-2.3,-0.5,-2.8,-0.1,
371,Elijah Harkless,25,UTA,SG,26,9,545,9.1,47.1%,54.7%,39.8%,1.9,8.7,5.3,17.6,2.7,1.1,12.1,16.2,-0.1,0.2,0.1,0.005,-4.9,-0.7,-5.6,-0.5,
372,Terrence Shannon Jr.,25,MIN,SG,43,2,538,11.1,59.7%,44.4%,40.9%,2.1,7.8,5,9.5,1.2,0.2,10.6,17.7,0.6,0.4,1,0.09,-2.5,-1.1,-3.6,-0.2,
373,Keaton Wallace,26,ATL,PG,53,3,536,10.4,52.0%,59.6%,10.5%,0.6,10.9,5.7,22.5,2.1,0.8,13.5,16.1,0.1,0.6,0.7,0.066,-3,0.3,-2.7,-0.1,
374,Moussa Cisse,23,DAL,C,38,1,530,16,56.4%,0.0%,70.4%,17.9,25.2,21.6,2.3,1.7,7.2,16.6,14.3,0.4,0.9,1.3,0.116,-3.6,0.7,-2.9,-0.1,
375,Cole Anthony,25,MIL,PG,35,0,527,10.7,48.3%,31.2%,11.3%,3.5,15.1,9.3,34.8,1.9,2.1,21.1,25.8,-0.9,0.4,-0.5,-0.042,-3.9,-0.9,-4.7,-0.4,
376,Jayson Tatum,27,BOS,PF,16,16,522,20.3,54.1%,49.8%,27.5%,1.7,31.3,16.8,25.1,2.1,0.6,10.8,30,0.6,1,1.6,0.148,2.9,1.8,4.8,0.9,
377,Jonathan Isaac,28,ORL,PF,52,0,521,11.5,49.8%,34.9%,53.2%,9.1,19.3,14.1,5.6,1.8,5.4,11.8,12.4,0.1,0.8,0.9,0.085,-2.9,1.3,-1.6,0.1,
378,Jamison Battle,24,TOR,SF,61,2,517,10.6,63.5%,58.6%,9.7%,4.4,15.3,9.8,6.3,0.7,0.6,11.2,14.1,0.4,0.5,0.9,0.086,-1.6,-1,-2.6,-0.1,
379,Asa Newell,20,ATL,PF,44,2,500,14.2,62.4%,44.4%,17.2%,9.4,11.5,10.4,7.2,1.5,2.7,11.2,17.1,0.6,0.6,1.2,0.113,-1,-0.5,-1.5,0.1,
380,Ariel Hukporti,23,NYK,C,54,5,498,11.9,61.9%,5.0%,41.3%,12.5,23.2,17.9,7.3,0.9,5.3,25.3,10.9,0.4,0.8,1.2,0.115,-3.7,1.4,-2.3,0,
381,Trayce Jackson-Davis,25,2TM,C,53,1,496,16.6,57.8%,0.8%,59.7%,14.7,18.1,16.4,11.1,1.7,4.5,12.3,15.3,0.8,0.7,1.4,0.138,-0.8,0.4,-0.4,0.2,
381,Trayce Jackson-Davis,25,GSW,C,36,1,411,16,60.1%,1.0%,51.0%,12.5,18,15.2,11.1,1.5,4.3,12.6,14.8,0.7,0.5,1.2,0.136,-1,0.6,-0.4,0.2,
381,Trayce Jackson-Davis,25,TOR,C,17,0,85,19.3,48.9%,0.0%,100.0%,25.2,18.9,22,10.9,2.3,5.7,11.2,18,0.1,0.2,0.3,0.148,0.1,-0.6,-0.5,0,
382,D'Angelo Russell,29,DAL,PG,26,3,495,12.3,51.1%,48.3%,25.9%,1.7,11.2,6.5,31.2,1.1,0.3,15.9,26,-0.3,0.3,0,-0.004,-0.7,-1.6,-2.3,0,
383,Taelon Peter,23,IND,SG,38,0,492,8.6,51.8%,79.1%,10.1%,2.2,11.1,6.5,11.2,2.5,0.7,14.1,16.6,-0.4,0.4,0,-0.001,-4.1,-0.4,-4.6,-0.3,
384,Bez Mbeng,22,UTA,SG,15,5,492,10.5,55.0%,31.0%,25.0%,3.9,8.8,6.3,16.2,3.2,1,16.5,11.1,0.2,0.2,0.5,0.047,-5,0.1,-4.9,-0.4,
385,Amir Coffey,28,2TM,SG,46,3,490,10.2,59.4%,43.4%,24.8%,4.2,8.8,6.5,7.5,0.9,1,6.7,11.9,0.6,0.2,0.8,0.083,-2.2,-0.9,-3.1,-0.1,
385,Amir Coffey,28,MIL,SG,30,2,265,8.4,58.4%,45.5%,27.3%,2.6,8.5,5.5,5.5,0.6,1.1,6.1,10.9,0.2,0,0.3,0.048,-3.2,-2,-5.2,-0.2,
385,Amir Coffey,28,PHO,SG,16,1,225,12.4,60.4%,41.4%,22.4%,6.2,9.2,7.6,9.8,1.3,0.8,7.3,13,0.4,0.2,0.6,0.125,-0.9,0.4,-0.5,0.1,
386,Branden Carlson,26,OKC,C,42,4,488,17.7,61.3%,46.2%,14.0%,6.7,20.3,13.8,8.6,0.8,5.4,7.5,18.9,0.8,1,1.7,0.171,0.5,0.3,0.8,0.4,
387,Jamal Cain,26,ORL,SF,40,1,486,13,62.4%,48.0%,30.3%,6.4,11.6,9,8.6,1.1,0.7,9.9,16.6,0.8,0.4,1.2,0.116,-0.4,-1,-1.4,0.1,
388,Cam Christie,20,LAC,SG,55,0,480,9.2,48.4%,35.3%,36.0%,4.7,13.9,9.4,8.9,1.7,0.6,12,16.9,-0.2,0.4,0.2,0.016,-3.5,-1.1,-4.6,-0.3,
389,Matisse Thybulle,28,POR,SG,30,0,480,14.5,60.0%,69.4%,18.7%,3.8,9.6,6.7,7.7,6,3,16.2,14.7,0.2,1,1.3,0.126,-1.7,6.1,4.4,0.8,
390,Jeremy Sochan,22,2TM,PF,44,0,469,12.2,56.3%,34.9%,20.2%,8.7,16,12.4,11.2,1.8,1.4,13,14.6,0.5,0.7,1.2,0.12,-2.3,1.1,-1.2,0.1,
390,Jeremy Sochan,22,SAS,PF,28,0,358,9.7,53.8%,35.4%,16.2%,8,13.7,11,10.1,1.3,1.2,14.5,14.6,0.1,0.5,0.6,0.084,-3.5,0.5,-3,-0.1,
390,Jeremy Sochan,22,NYK,PF,16,0,111,20.2,64.0%,33.3%,33.3%,11,23.3,17.1,14.8,3.1,1.8,8,14.4,0.3,0.2,0.6,0.239,1.7,3.1,4.8,0.2,
391,Maxi Kleber,34,LAL,PF,43,1,461,8.1,50.9%,35.6%,35.6%,9.5,11.8,10.7,7.3,1.9,2.2,16.8,9.6,0.2,0.4,0.6,0.063,-4.2,0.3,-3.9,-0.2,
392,Marcus Sasser,25,DET,PG,38,5,457,11.2,53.3%,59.9%,10.2%,1.7,7.7,4.8,21.9,2.1,0.9,14.4,19.6,0.2,0.6,0.8,0.085,-1.6,-0.2,-1.7,0,
393,AJ Johnson,21,2TM,SG,48,0,454,5.6,41.3%,32.4%,22.7%,3.3,9.7,6.5,14,1.1,0.6,13.4,20.6,-1,0.1,-0.9,-0.09,-6.4,-2.5,-8.9,-0.8,
393,AJ Johnson,21,WAS,SG,25,0,214,4.3,39.6%,30.1%,14.5%,3.9,11.8,7.8,13.9,1.5,0,16.9,20.7,-0.6,0,-0.6,-0.137,-7.2,-3.3,-10.5,-0.5,
